State,TargetDate,MostBoughtSize,Count
JHARKHAND,06-20-22,M,14
JHARKHAND,06-21-22,L,16
JHARKHAND,06-22-22,M,18
JHARKHAND,06-23-22,M,17
JHARKHAND,06-24-22,L,17
JHARKHAND,06-25-22,M,16
JHARKHAND,06-26-22,M,17
JHARKHAND,06-27-22,M,15
JHARKHAND,06-28-22,M,18
JHARKHAND,06-29-22,M,15
JHARKHAND,06-30-22,M,11
JHARKHAND,07-01-22,M,11
JHARKHAND,07-02-22,M,9
JHARKHAND,07-03-22,M,8
JHARKHAND,07-04-22,M,5
JHARKHAND,07-05-22,3XL,4
JHARKHAND,07-06-22,3XL,1
KARNATAKA,04-01-22,M,6
KARNATAKA,04-02-22,M,37
KARNATAKA,04-03-22,M,68
KARNATAKA,04-04-22,XL,108
KARNATAKA,04-05-22,XL,144
KARNATAKA,04-06-22,L,181
KARNATAKA,04-07-22,L,218
KARNATAKA,04-08-22,L,247
KARNATAKA,04-09-22,L,257
KARNATAKA,04-10-22,L,261
KARNATAKA,04-11-22,L,266
KARNATAKA,04-12-22,L,260
KARNATAKA,04-13-22,L,245
KARNATAKA,04-14-22,L,250
KARNATAKA,04-15-22,L,260
KARNATAKA,04-16-22,L,267
KARNATAKA,04-17-22,L,271
KARNATAKA,04-18-22,L,260
KARNATAKA,04-19-22,L,249
KARNATAKA,04-20-22,XL,264
KARNATAKA,04-21-22,M,266
KARNATAKA,04-22-22,XL,257
KARNATAKA,04-23-22,M,247
KARNATAKA,04-24-22,M,249
KARNATAKA,04-25-22,M,248
KARNATAKA,04-26-22,M,245
KARNATAKA,04-27-22,L,244
KARNATAKA,04-28-22,L,242
KARNATAKA,04-29-22,L,249
KARNATAKA,04-30-22,L,240
KARNATAKA,05-01-22,L,248
KARNATAKA,05-02-22,L,238
KARNATAKA,05-03-22,L,258
KARNATAKA,05-04-22,L,256
KARNATAKA,05-05-22,M,281
KARNATAKA,05-06-22,M,277
KARNATAKA,05-07-22,M,256
KARNATAKA,05-08-22,M,265
KARNATAKA,05-09-22,M,251
KARNATAKA,05-10-22,XL,225
KARNATAKA,05-11-22,M,214
KARNATAKA,05-12-22,M,182
KARNATAKA,05-13-22,M,178
KARNATAKA,05-14-22,M,179
KARNATAKA,05-15-22,M,164
KARNATAKA,05-16-22,M,172
KARNATAKA,05-17-22,M,172
KARNATAKA,05-18-22,M,163
KARNATAKA,05-19-22,M,170
KARNATAKA,05-20-22,M,169
KARNATAKA,05-21-22,M,175
KARNATAKA,05-22-22,M,177
KARNATAKA,05-23-22,M,166
KARNATAKA,05-24-22,L,167
KARNATAKA,05-25-22,L,174
KARNATAKA,05-26-22,XL,168
KARNATAKA,05-27-22,XL,177
KARNATAKA,05-28-22,XL,191
KARNATAKA,05-29-22,XL,196
KARNATAKA,05-30-22,XL,197
KARNATAKA,05-31-22,XL,196
KARNATAKA,06-01-22,XL,190
KARNATAKA,06-02-22,M,215
KARNATAKA,06-03-22,M,214
KARNATAKA,06-04-22,M,226
KARNATAKA,06-05-22,M,228
KARNATAKA,06-06-22,M,236
KARNATAKA,06-07-22,M,225
KARNATAKA,06-08-22,L,228
KARNATAKA,06-09-22,XL,239
KARNATAKA,06-10-22,L,235
KARNATAKA,06-11-22,L,249
KARNATAKA,06-12-22,L,248
KARNATAKA,06-13-22,L,250
KARNATAKA,06-14-22,L,249
KARNATAKA,06-15-22,L,234
KARNATAKA,06-16-22,M,233
KARNATAKA,06-17-22,M,224
KARNATAKA,06-18-22,M,223
KARNATAKA,06-19-22,M,235
KARNATAKA,06-20-22,M,220
KARNATAKA,06-21-22,M,212
KARNATAKA,06-22-22,M,201
KARNATAKA,06-23-22,M,188
KARNATAKA,06-24-22,M,183
KARNATAKA,06-25-22,M,181
KARNATAKA,06-26-22,L,173
KARNATAKA,06-27-22,L,177
KARNATAKA,06-28-22,L,175
KARNATAKA,06-29-22,L,162
KARNATAKA,06-30-22,L,137
KARNATAKA,07-01-22,M,118
KARNATAKA,07-02-22,L,95
KARNATAKA,07-03-22,L,71
KARNATAKA,07-04-22,L,52
KARNATAKA,07-05-22,L,27
KARNATAKA,07-06-22,S,6
KERALA,04-01-22,S,3
KERALA,04-02-22,XL,15
KERALA,04-03-22,M,31
KERALA,04-04-22,L,43
KERALA,04-05-22,M,51
KERALA,04-06-22,M,65
KERALA,04-07-22,M,76
KERALA,04-08-22,M,89
KERALA,04-09-22,L,91
KERALA,04-10-22,L,82
KERALA,04-11-22,M,84
KERALA,04-12-22,M,83
KERALA,04-13-22,M,81
KERALA,04-14-22,M,81
KERALA,04-15-22,L,87
KERALA,04-16-22,L,84
KERALA,04-17-22,L,87
KERALA,04-18-22,L,90
KERALA,04-19-22,L,94
KERALA,04-20-22,L,91
KERALA,04-21-22,L,97
KERALA,04-22-22,L,95
KERALA,04-23-22,L,96
KERALA,04-24-22,L,92
KERALA,04-25-22,L,92
KERALA,04-26-22,L,91
KERALA,04-27-22,L,94
KERALA,04-28-22,XL,84
KERALA,04-29-22,XXL,82
KERALA,04-30-22,XL,82
KERALA,05-01-22,XL,88
KERALA,05-02-22,XL,92
KERALA,05-03-22,XL,93
KERALA,05-04-22,L,85
KERALA,05-05-22,M,91
KERALA,05-06-22,M,88
KERALA,05-07-22,M,91
KERALA,05-08-22,M,93
KERALA,05-09-22,M,90
KERALA,05-10-22,M,89
KERALA,05-11-22,XL,78
KERALA,05-12-22,S,71
KERALA,05-13-22,S,76
KERALA,05-14-22,L,64
KERALA,05-15-22,S,64
KERALA,05-16-22,L,74
KERALA,05-17-22,L,73
KERALA,05-18-22,M,70
KERALA,05-19-22,M,70
KERALA,05-20-22,M,72
KERALA,05-21-22,L,69
KERALA,05-22-22,L,74
KERALA,05-23-22,L,60
KERALA,05-24-22,L,56
KERALA,05-25-22,L,56
KERALA,05-26-22,L,59
KERALA,05-27-22,XL,59
KERALA,05-28-22,XL,69
KERALA,05-29-22,XL,80
KERALA,05-30-22,XL,79
KERALA,05-31-22,XL,82
KERALA,06-01-22,XL,84
KERALA,06-02-22,XL,94
KERALA,06-03-22,XL,79
KERALA,06-04-22,XL,76
KERALA,06-05-22,M,71
KERALA,06-06-22,L,72
KERALA,06-07-22,L,81
KERALA,06-08-22,L,79
KERALA,06-09-22,M,78
KERALA,06-10-22,L,84
KERALA,06-11-22,M,78
KERALA,06-12-22,L,82
KERALA,06-13-22,M,81
KERALA,06-14-22,M,83
KERALA,06-15-22,M,86
KERALA,06-16-22,M,90
KERALA,06-17-22,M,92
KERALA,06-18-22,M,89
KERALA,06-19-22,M,81
KERALA,06-20-22,M,78
KERALA,06-21-22,M,70
KERALA,06-22-22,L,75
KERALA,06-23-22,L,79
KERALA,06-24-22,L,72
KERALA,06-25-22,L,73
KERALA,06-26-22,L,84
KERALA,06-27-22,L,99
KERALA,06-28-22,L,95
KERALA,06-29-22,L,83
KERALA,06-30-22,L,69
KERALA,07-01-22,L,65
KERALA,07-02-22,L,56
KERALA,07-03-22,L,35
KERALA,07-04-22,S,21
KERALA,07-05-22,XL,12
KERALA,07-06-22,M,2
LADAKH,04-04-22,M,1
LADAKH,04-05-22,M,1
LADAKH,04-06-22,M,1
LADAKH,04-07-22,M,1
LADAKH,04-08-22,M,1
LADAKH,04-09-22,M,1
LADAKH,04-10-22,M,2
LADAKH,04-11-22,S,1
LADAKH,04-12-22,S,1
LADAKH,04-13-22,S,1
LADAKH,04-14-22,S,1
LADAKH,04-15-22,S,1
LADAKH,04-16-22,S,1
LADAKH,04-17-22,3XL,1
LADAKH,04-18-22,3XL,1
LADAKH,04-19-22,3XL,1
LADAKH,04-20-22,3XL,1
LADAKH,04-21-22,L,2
LADAKH,04-22-22,3XL,1
LADAKH,04-23-22,L,1
LADAKH,04-24-22,L,1
LADAKH,04-25-22,L,2
LADAKH,04-26-22,L,2
LADAKH,04-27-22,L,2
LADAKH,04-28-22,M,1
LADAKH,04-29-22,XXL,2
LADAKH,04-30-22,XXL,2
LADAKH,05-01-22,XXL,2
LADAKH,05-02-22,M,1
LADAKH,05-03-22,M,1
LADAKH,05-04-22,3XL,1
LADAKH,05-05-22,3XL,1
LADAKH,05-06-22,3XL,1
LADAKH,05-07-22,3XL,1
LADAKH,05-08-22,3XL,1
LADAKH,05-09-22,3XL,1
LADAKH,05-10-22,3XL,1
LADAKH,05-11-22,S,1
LADAKH,05-12-22,S,1
LADAKH,05-13-22,S,1
LADAKH,05-14-22,S,1
LADAKH,05-15-22,S,1
LADAKH,05-16-22,S,1
LADAKH,05-17-22,S,1
LADAKH,05-18-22,M,1
LADAKH,05-19-22,M,1
LADAKH,05-20-22,M,1
LADAKH,05-21-22,M,1
LADAKH,05-22-22,M,1
LADAKH,05-23-22,M,1
LADAKH,05-24-22,3XL,1
LADAKH,05-25-22,M,2
LADAKH,05-26-22,M,3
LADAKH,05-27-22,M,3
LADAKH,05-28-22,M,3
LADAKH,05-29-22,M,2
LADAKH,05-30-22,M,2
LADAKH,05-31-22,M,2
LADAKH,06-01-22,M,1
LADAKH,06-02-22,XL,1
LADAKH,06-03-22,XL,1
LADAKH,06-04-22,XL,1
LADAKH,06-05-22,S,1
LADAKH,06-06-22,S,1
LADAKH,06-07-22,M,2
LADAKH,06-08-22,S,2
LADAKH,06-09-22,S,2
LADAKH,06-10-22,S,2
LADAKH,06-11-22,S,2
LADAKH,06-12-22,S,2
LADAKH,06-13-22,S,2
LADAKH,06-14-22,S,2
LADAKH,06-15-22,S,1
LADAKH,06-16-22,S,1
LADAKH,06-17-22,S,1
LADAKH,06-18-22,S,1
LADAKH,06-19-22,M,1
LADAKH,06-20-22,M,2
LADAKH,06-21-22,M,2
LADAKH,06-22-22,M,2
LADAKH,06-23-22,M,2
LADAKH,06-24-22,M,2
LADAKH,06-25-22,M,2
LADAKH,06-26-22,M,1
LADAKH,06-28-22,XXL,1
LADAKH,06-29-22,XXL,1
LADAKH,06-30-22,XXL,1
LADAKH,07-01-22,XXL,1
LADAKH,07-02-22,XXL,1
LADAKH,07-03-22,XXL,1
LADAKH,07-04-22,XXL,1
LAKSHADWEEP,04-13-22,M,1
LAKSHADWEEP,04-14-22,M,1
LAKSHADWEEP,04-15-22,M,1
LAKSHADWEEP,04-16-22,M,1
LAKSHADWEEP,04-17-22,M,1
LAKSHADWEEP,04-18-22,M,1
LAKSHADWEEP,04-19-22,M,1
LAKSHADWEEP,05-13-22,S,1
LAKSHADWEEP,05-14-22,S,1
LAKSHADWEEP,05-15-22,S,1
LAKSHADWEEP,05-16-22,S,1
LAKSHADWEEP,05-17-22,S,1
LAKSHADWEEP,05-18-22,S,1
LAKSHADWEEP,05-19-22,S,1
LAKSHADWEEP,06-07-22,3XL,1
LAKSHADWEEP,06-08-22,3XL,1
LAKSHADWEEP,06-09-22,3XL,1
LAKSHADWEEP,06-10-22,3XL,1
LAKSHADWEEP,06-11-22,3XL,1
LAKSHADWEEP,06-12-22,3XL,1
LAKSHADWEEP,06-13-22,3XL,1
MADHYA PRADESH,04-01-22,XL,1
MADHYA PRADESH,04-02-22,L,9
MADHYA PRADESH,04-03-22,L,14
MADHYA PRADESH,04-04-22,L,20
MADHYA PRADESH,04-05-22,L,24
MADHYA PRADESH,04-06-22,M,33
MADHYA PRADESH,04-07-22,M,38
MADHYA PRADESH,04-08-22,L,44
MADHYA PRADESH,04-09-22,M,38
MADHYA PRADESH,04-10-22,M,39
MADHYA PRADESH,04-11-22,M,39
MADHYA PRADESH,04-12-22,M,36
MADHYA PRADESH,04-13-22,L,34
MADHYA PRADESH,04-14-22,L,33
MADHYA PRADESH,04-15-22,M,34
MADHYA PRADESH,04-16-22,M,38
MADHYA PRADESH,04-17-22,L,38
MADHYA PRADESH,04-18-22,M,35
MADHYA PRADESH,04-19-22,M,33
MADHYA PRADESH,04-20-22,M,37
MADHYA PRADESH,04-21-22,XL,41
MADHYA PRADESH,04-22-22,M,40
MADHYA PRADESH,04-23-22,M,35
MADHYA PRADESH,04-24-22,XL,39
MADHYA PRADESH,04-25-22,M,38
MADHYA PRADESH,04-26-22,M,39
MADHYA PRADESH,04-27-22,M,39
MADHYA PRADESH,04-28-22,S,36
MADHYA PRADESH,04-29-22,S,35
MADHYA PRADESH,04-30-22,XL,33
MADHYA PRADESH,05-01-22,S,31
MADHYA PRADESH,05-02-22,S,31
MADHYA PRADESH,05-03-22,M,33
MADHYA PRADESH,05-04-22,XXL,36
MADHYA PRADESH,05-05-22,S,38
MADHYA PRADESH,05-06-22,XXL,38
MADHYA PRADESH,05-07-22,XL,37
MADHYA PRADESH,05-08-22,XL,39
MADHYA PRADESH,05-09-22,M,47
MADHYA PRADESH,05-10-22,XL,47
MADHYA PRADESH,05-11-22,XL,44
MADHYA PRADESH,05-12-22,XL,44
MADHYA PRADESH,05-13-22,XL,48
MADHYA PRADESH,05-14-22,XL,42
MADHYA PRADESH,05-15-22,XL,38
MADHYA PRADESH,05-16-22,XL,33
MADHYA PRADESH,05-17-22,M,23
MADHYA PRADESH,05-18-22,M,23
MADHYA PRADESH,05-19-22,L,22
MADHYA PRADESH,05-20-22,3XL,24
MADHYA PRADESH,05-21-22,M,27
MADHYA PRADESH,05-22-22,M,25
MADHYA PRADESH,05-23-22,3XL,24
MADHYA PRADESH,05-24-22,XL,27
MADHYA PRADESH,05-25-22,XL,29
MADHYA PRADESH,05-26-22,XL,29
MADHYA PRADESH,05-27-22,XXL,29
MADHYA PRADESH,05-28-22,XXL,29
MADHYA PRADESH,05-29-22,M,29
MADHYA PRADESH,05-30-22,M,34
MADHYA PRADESH,05-31-22,M,32
MADHYA PRADESH,06-01-22,M,33
MADHYA PRADESH,06-02-22,M,35
MADHYA PRADESH,06-03-22,M,35
MADHYA PRADESH,06-04-22,M,36
MADHYA PRADESH,06-05-22,M,38
MADHYA PRADESH,06-06-22,M,37
MADHYA PRADESH,06-07-22,M,41
MADHYA PRADESH,06-08-22,M,37
MADHYA PRADESH,06-09-22,XL,39
MADHYA PRADESH,06-10-22,XL,42
MADHYA PRADESH,06-11-22,XL,41
MADHYA PRADESH,06-12-22,XL,35
MADHYA PRADESH,06-13-22,M,37
MADHYA PRADESH,06-14-22,M,37
MADHYA PRADESH,06-15-22,M,37
MADHYA PRADESH,06-16-22,M,47
MADHYA PRADESH,06-17-22,M,50
MADHYA PRADESH,06-18-22,M,48
MADHYA PRADESH,06-19-22,M,43
MADHYA PRADESH,06-20-22,M,34
MADHYA PRADESH,06-21-22,M,34
MADHYA PRADESH,06-22-22,M,36
MADHYA PRADESH,06-23-22,M,28
MADHYA PRADESH,06-24-22,M,25
MADHYA PRADESH,06-25-22,M,25
MADHYA PRADESH,06-26-22,M,25
MADHYA PRADESH,06-27-22,M,25
MADHYA PRADESH,06-28-22,M,21
MADHYA PRADESH,06-29-22,3XL,18
MADHYA PRADESH,06-30-22,3XL,16
MADHYA PRADESH,07-01-22,3XL,14
MADHYA PRADESH,07-02-22,3XL,13
MADHYA PRADESH,07-03-22,3XL,10
MADHYA PRADESH,07-04-22,3XL,7
MADHYA PRADESH,07-05-22,3XL,3
MADHYA PRADESH,07-06-22,M,1
MAHARASHTRA,04-01-22,M,5
MAHARASHTRA,04-02-22,XL,43
MAHARASHTRA,04-03-22,XL,75
MAHARASHTRA,04-04-22,XL,118
MAHARASHTRA,04-05-22,L,152
MAHARASHTRA,04-06-22,L,207
MAHARASHTRA,04-07-22,L,247
MAHARASHTRA,04-08-22,L,294
MAHARASHTRA,04-09-22,L,314
MAHARASHTRA,04-10-22,L,317
MAHARASHTRA,04-11-22,L,322
MAHARASHTRA,04-12-22,L,319
MAHARASHTRA,04-13-22,L,304
MAHARASHTRA,04-14-22,L,315
MAHARASHTRA,04-15-22,L,305
MAHARASHTRA,04-16-22,L,304
MAHARASHTRA,04-17-22,L,309
MAHARASHTRA,04-18-22,M,296
MAHARASHTRA,04-19-22,L,305
MAHARASHTRA,04-20-22,M,313
MAHARASHTRA,04-21-22,M,319
MAHARASHTRA,04-22-22,M,316
MAHARASHTRA,04-23-22,M,314
MAHARASHTRA,04-24-22,M,325
MAHARASHTRA,04-25-22,M,338
MAHARASHTRA,04-26-22,M,335
MAHARASHTRA,04-27-22,M,330
MAHARASHTRA,04-28-22,XL,320
MAHARASHTRA,04-29-22,M,299
MAHARASHTRA,04-30-22,XL,301
MAHARASHTRA,05-01-22,XL,296
MAHARASHTRA,05-02-22,XL,289
MAHARASHTRA,05-03-22,XL,315
MAHARASHTRA,05-04-22,XL,329
MAHARASHTRA,05-05-22,XL,341
MAHARASHTRA,05-06-22,XL,352
MAHARASHTRA,05-07-22,L,350
MAHARASHTRA,05-08-22,M,329
MAHARASHTRA,05-09-22,XL,309
MAHARASHTRA,05-10-22,M,299
MAHARASHTRA,05-11-22,M,280
MAHARASHTRA,05-12-22,M,242
MAHARASHTRA,05-13-22,M,231
MAHARASHTRA,05-14-22,M,229
MAHARASHTRA,05-15-22,M,233
MAHARASHTRA,05-16-22,M,217
MAHARASHTRA,05-17-22,M,204
MAHARASHTRA,05-18-22,XXL,193
MAHARASHTRA,05-19-22,XXL,214
MAHARASHTRA,05-20-22,XXL,212
MAHARASHTRA,05-21-22,XL,205
MAHARASHTRA,05-22-22,XXL,206
MAHARASHTRA,05-23-22,XL,207
MAHARASHTRA,05-24-22,XL,230
MAHARASHTRA,05-25-22,XL,239
MAHARASHTRA,05-26-22,XL,250
MAHARASHTRA,05-27-22,XL,251
MAHARASHTRA,05-28-22,XL,254
MAHARASHTRA,05-29-22,XL,254
MAHARASHTRA,05-30-22,XL,255
MAHARASHTRA,05-31-22,XL,237
MAHARASHTRA,06-01-22,XL,238
MAHARASHTRA,06-02-22,XL,239
MAHARASHTRA,06-03-22,XL,246
MAHARASHTRA,06-04-22,XL,246
MAHARASHTRA,06-05-22,XL,262
MAHARASHTRA,06-06-22,XL,265
MAHARASHTRA,06-07-22,XL,273
MAHARASHTRA,06-08-22,XL,267
MAHARASHTRA,06-09-22,L,282
MAHARASHTRA,06-10-22,L,298
MAHARASHTRA,06-11-22,L,295
MAHARASHTRA,06-12-22,L,283
MAHARASHTRA,06-13-22,L,298
MAHARASHTRA,06-14-22,L,291
MAHARASHTRA,06-15-22,L,291
MAHARASHTRA,06-16-22,L,260
MAHARASHTRA,06-17-22,XL,239
MAHARASHTRA,06-18-22,XL,231
MAHARASHTRA,06-19-22,L,230
MAHARASHTRA,06-20-22,XL,218
MAHARASHTRA,06-21-22,XL,236
MAHARASHTRA,06-22-22,XL,248
MAHARASHTRA,06-23-22,XL,249
MAHARASHTRA,06-24-22,XL,244
MAHARASHTRA,06-25-22,XL,241
MAHARASHTRA,06-26-22,XL,250
MAHARASHTRA,06-27-22,XL,246
MAHARASHTRA,06-28-22,XL,209
MAHARASHTRA,06-29-22,XL,197
MAHARASHTRA,06-30-22,XL,168
MAHARASHTRA,07-01-22,XL,136
MAHARASHTRA,07-02-22,XL,111
MAHARASHTRA,07-03-22,M,85
MAHARASHTRA,07-04-22,M,54
MAHARASHTRA,07-05-22,XL,29
MAHARASHTRA,07-06-22,S,8
MANIPUR,04-02-22,M,2
MANIPUR,04-03-22,M,3
MANIPUR,04-04-22,M,3
MANIPUR,04-05-22,S,3
MANIPUR,04-06-22,XXL,5
MANIPUR,04-07-22,M,5
MANIPUR,04-08-22,M,5
MANIPUR,04-09-22,L,9
MANIPUR,04-10-22,L,10
MANIPUR,04-11-22,L,11
MANIPUR,04-12-22,L,13
MANIPUR,04-13-22,L,13
MANIPUR,04-14-22,L,10
MANIPUR,04-15-22,L,10
MANIPUR,04-16-22,M,6
MANIPUR,04-17-22,M,7
MANIPUR,04-18-22,M,7
MANIPUR,04-19-22,M,7
MANIPUR,04-20-22,M,6
MANIPUR,04-21-22,M,6
MANIPUR,04-22-22,XXL,7
MANIPUR,04-23-22,XXL,5
MANIPUR,04-24-22,XL,5
MANIPUR,04-25-22,XXL,10
MANIPUR,04-26-22,XXL,9
MANIPUR,04-27-22,XXL,7
MANIPUR,04-28-22,XXL,7
MANIPUR,04-29-22,XXL,7
MANIPUR,04-30-22,XXL,7
MANIPUR,05-01-22,XXL,8
MANIPUR,05-02-22,L,7
MANIPUR,05-03-22,L,7
MANIPUR,05-04-22,M,6
MANIPUR,05-05-22,L,6
MANIPUR,05-06-22,M,5
MANIPUR,05-07-22,XL,5
MANIPUR,05-08-22,XL,5
MANIPUR,05-09-22,XL,4
MANIPUR,05-10-22,XXL,6
MANIPUR,05-11-22,M,6
MANIPUR,05-12-22,M,8
MANIPUR,05-13-22,M,8
MANIPUR,05-14-22,XXL,8
MANIPUR,05-15-22,M,8
MANIPUR,05-16-22,M,8
MANIPUR,05-17-22,M,5
MANIPUR,05-18-22,M,7
MANIPUR,05-19-22,M,5
MANIPUR,05-20-22,M,6
MANIPUR,05-21-22,M,6
MANIPUR,05-22-22,M,6
MANIPUR,05-23-22,XL,13
MANIPUR,05-24-22,XL,12
MANIPUR,05-25-22,XL,11
MANIPUR,05-26-22,XL,11
MANIPUR,05-27-22,XL,10
MANIPUR,05-28-22,XL,10
MANIPUR,05-29-22,XL,10
MANIPUR,05-30-22,M,5
MANIPUR,05-31-22,M,4
MANIPUR,06-01-22,XXL,6
MANIPUR,06-02-22,M,4
MANIPUR,06-03-22,XXL,5
MANIPUR,06-04-22,M,4
MANIPUR,06-05-22,XXL,4
MANIPUR,06-06-22,XXL,4
MANIPUR,06-07-22,XXL,4
MANIPUR,06-08-22,M,3
MANIPUR,06-09-22,S,3
MANIPUR,06-10-22,M,4
MANIPUR,06-11-22,M,6
MANIPUR,06-12-22,M,7
MANIPUR,06-13-22,M,9
MANIPUR,06-14-22,M,8
MANIPUR,06-15-22,M,12
MANIPUR,06-16-22,M,11
MANIPUR,06-17-22,M,10
MANIPUR,06-18-22,M,9
MANIPUR,06-19-22,M,8
MANIPUR,06-20-22,M,7
MANIPUR,06-21-22,M,7
MANIPUR,06-22-22,L,4
MANIPUR,06-23-22,L,4
MANIPUR,06-24-22,M,4
MANIPUR,06-25-22,M,4
MANIPUR,06-26-22,M,5
MANIPUR,06-27-22,XL,5
MANIPUR,06-28-22,XL,5
MANIPUR,06-29-22,S,4
MANIPUR,06-30-22,S,4
MANIPUR,07-01-22,XL,4
MANIPUR,07-02-22,S,3
MANIPUR,07-03-22,S,2
MANIPUR,07-04-22,S,2
MANIPUR,07-05-22,M,1
MEGHALAYA,04-02-22,S,1
MEGHALAYA,04-03-22,S,3
MEGHALAYA,04-04-22,S,4
MEGHALAYA,04-05-22,S,5
MEGHALAYA,04-06-22,S,5
MEGHALAYA,04-07-22,S,5
MEGHALAYA,04-08-22,S,6
MEGHALAYA,04-09-22,S,6
MEGHALAYA,04-10-22,S,5
MEGHALAYA,04-11-22,S,4
MEGHALAYA,04-12-22,3XL,3
MEGHALAYA,04-13-22,S,3
MEGHALAYA,04-14-22,S,3
MEGHALAYA,04-15-22,M,4
MEGHALAYA,04-16-22,M,6
MEGHALAYA,04-17-22,M,6
MEGHALAYA,04-18-22,M,5
MEGHALAYA,04-19-22,M,5
MEGHALAYA,04-20-22,M,8
MEGHALAYA,04-21-22,M,9
MEGHALAYA,04-22-22,M,7
MEGHALAYA,04-23-22,S,5
MEGHALAYA,04-24-22,M,6
MEGHALAYA,04-25-22,M,6
MEGHALAYA,04-26-22,M,6
MEGHALAYA,04-27-22,S,7
MEGHALAYA,04-28-22,S,7
MEGHALAYA,04-29-22,S,5
MEGHALAYA,04-30-22,S,4
MEGHALAYA,05-01-22,S,5
MEGHALAYA,05-02-22,S,5
MEGHALAYA,05-03-22,S,6
MEGHALAYA,05-04-22,S,5
MEGHALAYA,05-05-22,S,4
MEGHALAYA,05-06-22,S,5
MEGHALAYA,05-07-22,S,6
MEGHALAYA,05-08-22,S,5
MEGHALAYA,05-09-22,S,6
MEGHALAYA,05-10-22,S,5
MEGHALAYA,05-11-22,S,4
MEGHALAYA,05-12-22,S,3
MEGHALAYA,05-13-22,S,3
MEGHALAYA,05-14-22,3XL,2
MEGHALAYA,05-15-22,S,2
MEGHALAYA,05-16-22,M,3
MEGHALAYA,05-17-22,M,3
MEGHALAYA,05-18-22,M,4
MEGHALAYA,05-19-22,S,3
MEGHALAYA,05-20-22,M,3
MEGHALAYA,05-21-22,S,3
MEGHALAYA,05-22-22,S,3
MEGHALAYA,05-23-22,S,3
MEGHALAYA,05-24-22,S,3
MEGHALAYA,05-25-22,XS,4
MEGHALAYA,05-26-22,XS,4
MEGHALAYA,05-27-22,S,4
MEGHALAYA,05-28-22,M,4
MEGHALAYA,05-29-22,M,4
MEGHALAYA,05-30-22,XS,4
MEGHALAYA,05-31-22,S,4
MEGHALAYA,06-01-22,S,4
MEGHALAYA,06-02-22,S,4
MEGHALAYA,06-03-22,S,4
MEGHALAYA,06-04-22,S,4
MEGHALAYA,06-05-22,S,4
MEGHALAYA,06-06-22,S,3
MEGHALAYA,06-07-22,S,4
MEGHALAYA,06-08-22,S,3
MEGHALAYA,06-09-22,S,3
MEGHALAYA,06-10-22,M,4
MEGHALAYA,06-11-22,M,4
MEGHALAYA,06-12-22,S,4
MEGHALAYA,06-13-22,S,4
MEGHALAYA,06-14-22,M,4
MEGHALAYA,06-15-22,M,4
MEGHALAYA,06-16-22,M,4
MEGHALAYA,06-17-22,XS,6
MEGHALAYA,06-18-22,XS,6
MEGHALAYA,06-19-22,XS,7
MEGHALAYA,06-20-22,XS,7
MEGHALAYA,06-21-22,XS,5
MEGHALAYA,06-22-22,XS,5
MEGHALAYA,06-23-22,M,4
MEGHALAYA,06-24-22,M,3
MEGHALAYA,06-25-22,XL,4
MEGHALAYA,06-26-22,XL,4
MEGHALAYA,06-27-22,XL,4
MEGHALAYA,06-28-22,XL,3
MEGHALAYA,06-29-22,XL,3
MEGHALAYA,06-30-22,XL,3
MEGHALAYA,07-01-22,XL,1
MEGHALAYA,07-02-22,XS,1
MIZORAM,04-03-22,M,1
MIZORAM,04-04-22,M,2
MIZORAM,04-05-22,M,2
MIZORAM,04-06-22,M,2
MIZORAM,04-07-22,M,2
MIZORAM,04-08-22,M,2
MIZORAM,04-09-22,M,2
MIZORAM,04-10-22,L,2
MIZORAM,04-11-22,L,1
MIZORAM,04-12-22,L,1
MIZORAM,04-13-22,XXL,2
MIZORAM,04-14-22,XXL,2
MIZORAM,04-15-22,XL,2
MIZORAM,04-16-22,XL,2
MIZORAM,04-17-22,XL,2
MIZORAM,04-18-22,XL,2
MIZORAM,04-19-22,XL,2
MIZORAM,04-20-22,XL,2
MIZORAM,04-21-22,XL,1
MIZORAM,04-22-22,XXL,1
MIZORAM,04-23-22,XL,1
MIZORAM,04-24-22,XL,1
MIZORAM,04-25-22,L,2
MIZORAM,04-26-22,L,2
MIZORAM,04-27-22,S,3
MIZORAM,04-28-22,S,3
MIZORAM,04-29-22,S,3
MIZORAM,04-30-22,S,3
MIZORAM,05-01-22,S,3
MIZORAM,05-02-22,S,3
MIZORAM,05-03-22,S,3
MIZORAM,05-04-22,XXL,3
MIZORAM,05-05-22,XXL,2
MIZORAM,05-06-22,XXL,2
MIZORAM,05-07-22,XXL,2
MIZORAM,05-08-22,XXL,3
MIZORAM,05-09-22,XXL,3
MIZORAM,05-10-22,XXL,2
MIZORAM,05-11-22,XL,1
MIZORAM,05-12-22,M,1
MIZORAM,05-13-22,L,2
MIZORAM,05-14-22,L,2
MIZORAM,05-15-22,L,3
MIZORAM,05-16-22,XL,2
MIZORAM,05-17-22,XL,2
MIZORAM,05-18-22,XL,2
MIZORAM,05-19-22,XL,3
MIZORAM,05-20-22,XL,4
MIZORAM,05-21-22,XL,4
MIZORAM,05-22-22,XL,3
MIZORAM,05-23-22,XL,3
MIZORAM,05-24-22,M,2
MIZORAM,05-25-22,M,2
MIZORAM,05-26-22,M,2
